label	title
投稿方式	Wiley投稿问题
稿件状态研判	Advanced powder technology 投稿求助
稿件状态研判	请问没有看到外审直接进入编辑加工阶段?是录了还是没录吗?
期刊属性	生态学杂志
投稿方式	JGCD系统状态求助
期刊属性	ACS 接收后多久校稿?
期刊属性	防灾科技学院学报 是否是免版面费?
期刊推荐	最近想投稿以前关于组培的文章~
审稿意见解读与回应	投稿Journal of Marine Science and Engineering直接被拒了可能是啥原因?
投稿方式	Ceramics International投稿时supplementary information 怎么上传呢?
稿件状态研判	RSC期刊,Initial assessment状态8天了,感觉凶多吉少
期刊推荐	有没有兄弟姐妹在撰写经济管理类的论文?
期刊属性	非金属矿期刊审稿周期有多久?
期刊推荐	请问如何选择合适的EI进行投稿?本人属于机器视觉领域,准备投稿EI会议一篇。
投稿方式	ACS Sustainable Chemistry  Engineering期刊一审返回去多久才能收到回复?
期刊属性	Elsevier投稿文章模板
投稿方式	论文二审小修之后42天没有消息,可以催一下吗
投稿方式	文章被拒了,想申诉该怎么处理?
期刊属性	跪求!!!
期刊属性	请问《中国科学技术大学学报》和《中国激光》哪个投录比更高一点呀?
写作交流	审稿意见回答 :植物方面意见回答,生理生化和转录组数据等结果的机器学习。
投稿方式	投稿署名问题
稿件状态研判	希望返修论文早日接收
期刊属性	有没有投过materials letters 期刊的大佬,想请教几个问题
稿件状态研判	实验室科学投稿四个月,已经进入终审了,还有戏吗?
投稿方式	《高分子材料科学与工程》审稿费缴纳求助!
投稿方式	围观:一年中,几月份投稿接收率最高??几月份最低?
稿件状态研判	投稿工业催化求助,我这样算是被接收了吗
稿件状态研判	期刊状态conversion skipped是什么意思?
稿件状态研判	With editor的状态
投稿方式	所在单位没有注册ringgold怎么办?
稿件状态研判	投稿状态
稿件状态研判	投稿analyst,两周了还是with editor
期刊属性	投合金化合物给了修,需要提交一份.csv文件,有人整过嘛?怎么整呀?
写作交流	求教:有大神会敏感性分析(GSUA global sensitivity and unceainty analyses)吗?
期刊属性	求助Journal of pharmaceutical and biomedical analysis 即时影响因子
稿件状态研判	with editor一周整了
稿件状态研判	Required reviews completed状态
稿件状态研判	Acs nano改好格式后为什么一直under review?
投稿方式	小论文校稿替换图片
投稿方式	carbon可以投选择开源吗?
期刊推荐	求审稿机会: 分子模拟,coarsegrained模拟,高分子材料
稿件状态研判	JCP 清洁生产审稿人可以多久不接受邀请?
期刊属性	Sensor and Actuator A :Physical期刊
投稿方式	关于elsevier期刊proof链接卡在loading your proof的问题
行业术语	ssci求助
稿件状态研判	坎坷的投稿经历,不知道该怎么办
投稿方式	文章被拒后该不该申诉?
期刊属性	Journal of basic microbiology投稿要求
期刊属性	“没有被最新的JCR升级版收录”是神马意思
期刊属性	求助RSC Advanced 的封面和目录
投稿方式	外文期刊注册不了 请大家帮忙看下怎么解决!!!
投稿方式	一年小修被拒
期刊推荐	甲状腺结节超声图像处理类文章投稿
稿件状态研判	仪器仪表学报
稿件状态研判	有没有大佬投过scientometrics这个刊啊
写作交流	文章被journal of applied physics接受让写个summary怎么写
投稿方式	《振动与冲击》这个期刊一般修录之后多久给版面费通知?
稿件状态研判	ieee ptl一审中修提交之后快一个月了还是with reviewers
投稿方式	论文申请延期
稿件状态研判	food chemistry
写作交流	origin2015中如何调节stack图中间距
稿件状态研判	Under Review
期刊属性	现在TGRS快吗
稿件状态研判	MDPI期刊sustainability投稿
投稿方式	手稿接收怎么补加基金号
期刊属性	Hindawi第二次校稿需要多长时间
期刊属性	环境科学期刊需要审稿费吗?
稿件状态研判	初审作者修回已经两个月没消息了
期刊属性	journal of power sources 期刊的with editor状态一般会持续多久?
期刊属性	Frontiers 进行到Final validation了,距离接收还有多长时间?
稿件状态研判	Indian Journal of Pharmaceutical Sciences
期刊推荐	有偿求助!
写作交流	校稿系统上下标问题
期刊推荐	期刊投稿
期刊推荐	《Scientometrics》审稿周期及相关期刊推荐
期刊推荐	高级氧化可以有什么方向的好投一点的二区sci推荐啊
价值判断	talanta投稿求助!!
投稿方式	physica scripta 修改提交时候需要提交哪些文件呢
期刊属性	Awaiting Reviewer Selection都要多久
期刊属性	Journal of Wind Engineering  Industrial Aerodynamics
投稿方式	会议转投期刊——Cover Letter
期刊属性	MSSP大修返回with editor
稿件状态研判	状态显示Status: Not Yet Acknowledged
审稿意见解读与回应	审稿意见要求无法达到该怎么办?
稿件状态研判	化工学报 一个外审结束到没有返回意见
期刊属性	Chinese Chemical Letters这个期刊怎么样
稿件状态研判	Advances in Mechanical Engineering这个期刊投稿后一直显示是Peer Review in Process
期刊推荐	物联网或者计算机网络方向有没有好发表的期刊?
审稿意见解读与回应	sci大修审稿人意见不理解
期刊属性	诸位投过jacs的大佬,请问大家初次投稿同行评议的时间花了多久呢?
稿件状态研判	命苦啊,一篇with editor两周,一篇received两周。
投稿方式	Applied Mathematics and Nonlinear Sciences期刊
期刊推荐	求助
期刊推荐	求问环境类期刊有哪些可以加急见刊呀?
投稿方式	投稿 Critical Reviews in Environmental Science and Technology
稿件状态研判	计算机工程与应用状态一直没有变
期刊属性	BUILDING and ENVIRONMENT投稿咨询
稿件状态研判	Materials Letters投稿
投稿方式	大佬们,Scholar One投稿系统有哪些状态?求告知
期刊属性	ISME J期刊投稿经验
稿件状态研判	实在猜不懂编辑的心思了,OSA投稿求助~
期刊推荐	journal of agricultural and food chemistry2021年以来的手稿一份
稿件状态研判	ICCCN 2022论文投稿
期刊属性	journal of chromatography的投稿格式
期刊推荐	论文投稿
稿件状态研判	博士论文盲审
稿件状态研判	有人投过journal of engineering and technology management吗,请来传授经验
投稿方式	第一次投文章,录用为增刊,想撤稿,请教虫友们怎样给编辑部写信比较好
稿件状态研判	ACS center science  能有多坑?
期刊属性	nature biomedical engineering 这个杂志的审稿周期是多久啊?
期刊属性	大家看看这是同一个期刊吗?
稿件状态研判	JGR: Waiting for Associate Editor Assignment
期刊属性	投稿格式求助
投稿方式	校稿阶段改实验步骤的数据可取不
期刊属性	投稿
期刊推荐	自己搞研究才开始,求助推荐发容易中的论文。
期刊属性	求大神帮忙估算一下LASER  PHOTONICS REVIEWS 这个杂志的即时影响因子
写作交流	求助!期刊论文参考文献后面的 Available online: URL (accessed on Day Month Year).
投稿方式	SAGE旗下的期刊,投稿状态从awaiting final decision又变成peer review in process了
稿件状态研判	analytical chemistry三审
写作交流	designexpe8.0.6 响应面图 坐标 字体怎么调整  ,图注怎么和坐标轴平行
期刊推荐	有没有文科审稿录用快的期刊推荐
稿件状态研判	angew投稿了55天没消息
期刊属性	发光学报的投稿要求
期刊属性	化工新型材料投稿难易程度
期刊推荐	投稿期刊,杀菌
期刊属性	IEEE trans期刊的论文重复率多少以内合适?
投稿方式	《计算机工程与设计》加急审稿,一个多月了都没结果,怎么办?
稿件状态研判	二审意见一接收一修改语言问题,三审又送审了,什么情况下会被拒稿?
审稿意见解读与回应	审稿人这条意见是啥意思呀,大哥大嫂们求助
稿件状态研判	一篇综述审稿人7条意见5条都是让引他自己的文章
期刊属性	CMSE会议中Journal of Theoretical and Applied Mechanics这个期刊的特刊有投过的吗?
期刊推荐	想请大家帮助推荐FPGA方向合适SCI期刊
稿件状态研判	投了中国公路学报  这是什么情况?
稿件状态研判	想请教下大家关于journal of power electronics 审稿状态的问题
期刊属性	求助:有人知道《现代制造工程》还在20年的北大核心期刊目录里面吗?
稿件状态研判	修改稿连续被返回作者,这样引起的返修超过截止日期会被拒吗?
写作交流	投稿综述关于图片版权的问题
期刊属性	比较Bioactive material和material scienceengineering C
期刊属性	求助International Journal of Energy Research的endnote的参考文献格式
稿件状态研判	论文awaiting ae decision一个月了
期刊属性	城市轨道交通研究投稿
投稿方式	机械设计与制造期刊外审时间
投稿方式	SAGE论文版权类型选项。
期刊推荐	金属材料期刊推荐!
期刊属性	文章投AM,编辑建议Transfer到AFM,中的几率大吗?
稿件状态研判	Plant physiology and biochemistry投稿求助
期刊属性	ieee的论文模板在哪下载呀
写作交流	science of the total environment投稿求助
投稿方式	连续给同一个期刊投稿会被拒吗
稿件状态研判	中国给水排水投稿求助
审稿意见解读与回应	请大神帮忙看看怎么回复这个审稿意见
稿件状态研判	怎样看待导师没基金项目还要求发核心以上论文,还嫌你投的期刊菜
稿件状态研判	电子测量与仪器学报修改后再审稳吗
稿件状态研判	审稿完后状态是reject,但是editor又说改了可以重新提交,请问这样修改后接受希望大吗
稿件状态研判	《控制理论与应用》终审
稿件状态研判	物理教师
稿件状态研判	《振动测试与诊断期刊》投稿
投稿方式	Elesiver编辑给我的proof链接打不开,回邮件没人理,怎么办?
稿件状态研判	Nano Letters投稿
期刊属性	求Coordination Chemistry Reviews模板
稿件状态研判	有多个reviewer中的一个据稿,编辑给出大修后,论文录用的情况
稿件状态研判	按主编的意思,重投然后中稿的希望大吗?
期刊属性	求chemsuschem期刊endnote output style
投稿方式	算重投吗
期刊属性	SCIENTOMETRICS投稿交流
审稿意见解读与回应	What make the petroleum gas so specific? 这没看懂。
写作交流	文章投稿重复率太高被拒
审稿意见解读与回应	投稿OE,审稿意见回来了,应该是小修
期刊属性	物理学报编委终审时间大概多长?编委终审是啥意思和概念?
稿件状态研判	Wiley的Pending Editor Assignment 是什么意思?
投稿方式	Materials  Desgin
投稿方式	不小心投了野鸡期刊,怎么办?
稿件状态研判	请问这是什么状态
稿件状态研判	控制理论与应用投稿5天一直显示新到稿件,正常吗?
价值判断	JMPT和Scripta Materialia哪个影响力更大点?
期刊属性	IEEE systems journal二审周期一般是多少?
稿件状态研判	审稿人退出同行评审并关闭评论?
稿件状态研判	有人投过Journal of the European Academy of Dermatology and Venereology期刊吗
稿件状态研判	icpr2022结果
期刊属性	光谱学与光谱分析投稿流程及审稿周期求助
稿件状态研判	生态学杂志
期刊属性	求助
